id,amenities,description
6248526,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Pets live on this property"",Dog(s),Heating,""Family/Kid Friendly"",""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo}","Great 1 bed/1 bath in the heart of Boston's South End.  The South End is a local's gem, yet less known to tourists.  Our apartment is only 2 blocks from the best restaurants in Boston, 5 min by foot to the subway, & 10 min to the shops on Newbury St. We are travel bloggers that have settled in Boston.  After using Airbnb to travel much of the world, we thought, ""Why not rent our own place out while we're gone?""  After seeing the good, the bad, and the ugly of what Airbnb has to offer, we have a pretty good idea how to make your stay in Boston amazing!  Our love for traveling is apparent throughout the decor of our place.  (See our 31 reviews from hosts we've stayed with below!) We have the bottom floor of a 4 story home, and our own private entrance.  The apartment is 4 separate rooms: Living Room, Kitchen, Bedroom, and Bathroom.  Very comfortable couch, large flat screen TV, wifi internet, desk space, queen size bed, and full kitchen. *Please read:  We do have a dog.  He will NOT be a"
14662927,"{TV,""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",Essentials,Shampoo,Iron,""Laptop Friendly Workspace""}","You’ll love my place because of its location and convenience. My place is close to Fenway Park, Longwood Medical Area, Northeastern University, Brigham and Women's Hospital, Beth Israel Deaconess Medical Center, Dana-Farber Cancer Center, Harvard Medical School, Kenmore Square, Hynes Convention Center. I live in a residential part of Fenway, so it is typically quiet and clean, but close to everything. My place is good for couples, solo adventurers, and business travelers. Happy to host any clean and quiet guests who are respectful of the building and property! I live in a nice residential section of Fenway that doesn't get the crowds but is still only a few blocks away from everything. It's a 1BR apartment that has a large living room and full kitchen. Your queen-sized airbed will be set up in the living room (sleeps 1-2) and someone can sleep on the couch if they wish. I'll set up a privacy curtain in the hallway, so you can have your privacy from my bedroom/the front entrance. We wil"
7784616,"{Internet,""Wireless Internet"",Kitchen,""Buzzer/Wireless Intercom"",Washer,Dryer,""Smoke Detector"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}","Beautiful Bedroom with full size memory foam mattress - right by orange/green line - 7 minute walk to Northeastern University and New England Conservatory - 15 minute walk to Hynes, the Prudential Center and Newbury St., Whole Foods, Trader Joe's My bedroom is furnished with a comfortable memory foam full size bed, a desk and a chair. It is very well-lit with two large windows that have black-out curtains, so you won't wake up from the light in the morning. There is also plenty of closet space.  The kitchen comes with a fridge, dishwasher, microwave, and a stove. Washing machine and dryer are in the apartment building. - 7 minute walk to Northeastern University and New England Conservatory - 15 minute walk to the Prudential Center and Newbury St. (shopping area) - Whole Foods, Trader Joe's, and Star Market all within 15 minutes walking distance Convenient Location with multiple subway and bus stops nearby:  Hynes Convention Center Station, 1 bus (Dudley-Harvard), 43 bus (Ruggles-Financ"
7854872,"{TV,""Cable TV"",""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,Washer,Dryer,""Smoke Detector"",""Fire Extinguisher""}","Studio offers the luxury of home furnishings with the accessibility of downtown Boston and Walking distance to MGH. Our professional managed apartments are great for those in town on business, pleasure or if you are teaching at one of the great schools in Boston. Our Temple Street apartment rentals offers free 40′ Plasma TV, WiFi, utilities, Flatware, Silverware and Cooking Utensils, towels, linens and convenient access to downtown Boston.   Studio Features:       40″ flatscreen TV with built in WIFI       Direct Satellite TV       Grey Lacquer Kitchen Cabinets       All Stainless Appliances       Italian Carera Marble Counters       European Style Bathrooms       Individual Heat & AC Controls Property Features:       Free High Speed Wireless Internet       Coin-op laundry       Access to Iron and Ironing Boar(URL HIDDEN)Vacuum For Guests to Share The studio's kitchenette comes equipped with a mini fridge, microwave, two plate stove top, toaster and coffee maker. The studio's kitchenet"
1717816,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Elevator in Building"",""Indoor Fireplace"",Washer,Dryer}","EXTENDED STAY FURNISHED STUDIO 3 - 4 MONTHS PREFERRED BRAND NEW FURNISHING & DECOR STYLE: MODERN COMFORT TOP FLOOR (Elevator Building) *Large Spacious 1 Bedroom w/ Simmons Beautyrest Full Bed *1 Bathroom Large w/ Tub, Tiles & Towels *Galley Kitchen - Full Size Fridge and Stove. Microwave, Toaster Oven, Coffee Maker and All Kitchen Utensils and Kitchenware Included. *Dining Area w/ Table & Chairs *Spacious Living Room with Sofa, Side Accent Table, 32"" Flat Screen TV & DVD Player *Study Area with Desk, Parsons Chair and Lamp *Ample Closet & Storage Space  *500 | - Square Feet *Hardwood Floors  *Decorative Fireplace *Stylish Decor Through Out *Amazing Skyline Views *Spacious & Sunny *Laundry On Site  *Elevator Building  *Parking Available *Included in Rent: (Heat, Hot Water, Electricity, Cable, Internet, Linens and Kitchenware)  *Closets Subway: Green Line (Copley Stop)"
11796879,"{Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Pets live on this property"",Cat(s),""Elevator in Building"",Heating,Washer,Dryer,""Smoke Detector""}","Private room in a loft-layout apartment in the South End. Minutes walk away from Restaurant Row, SOWA, Copley Square, and Downtown Boston; as well as on multiple T-lines for easy public transportation within Boston and to Cambridge. Medium-sized room, furnished with a queen sized bed and direct access to a Jack-and-Jill bathroom. You will have full use of the entire apartment, including kitchen, common areas, and a second bathroom. We will be more than happy to provide suggestions of things to do, places to see, where to eat, as much--or as little--as the guest(s) want. Street parking is available, but be sure to read the sign to determine whether or not you can park there as the South End has many streets reserved for those with a Resident Parking Sticker. Metered parking is a maximum of 2 hours from Monday-Saturday 8am-8pm."
12812461,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Indoor Fireplace"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}","Fantastic location close to Toro Restaurant, Seiyo Boston, Equator, Mike's City Diner, and Blunch. You’ll love my place because of the neighborhood , convenient to all south end restaurants and Boston Medical Cenetr. My place is good for couples, solo adventurers, and business travelers Large open floor plan on first floor with direct access to private deck and parking I am available if needed Everyone will have Italian coffee , assorted teas, and sparkling water available to them complimentary during there stay  Stays longer than 5 days will have breakfast items i.e.: bagels, orange juice and Fiji water  Blue corn chips , flavored San pellegrino , and fruit"
14532696,"{Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Smoking Allowed"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo,""24-Hour Check-in"",""Laptop Friendly Workspace""}","My place is close to Little Asia, Orient Heights, Donna's Restaurant, El Paisa Restaurant, El Kiosco, Constitution beach, 7/11, Planet Fitness. You’ll love my place because of Cosy, safe and well located place near the contitution beach, and 10 mins from the airport station and 15 mins from downtown Boston.. My place is good for couples, solo adventurers, business travelers, families (with kids), and big groups. This apartment is particularly well located, with short walking distance to: -The Orient Height Station [7mins] -The Wood Island Station [15 min] -The Constitution Beach [4 min ] -A dunkin' Donut [4 min] -A rite Aids (pharmacy) [5 min] -A small convenience store [2 min] -A subway restaurant [4 min] -A burger King [4 min] -Gym (Planet fitness) [5mins] -Playgrounds for basketball, baseball, and tennis [4 min]  -As well as a wide variety of dining places, fast food, corner stores and other useful amenities.  The Revere beach is accessible via subway [10 min away] (hosting the annu"
13653233,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Elevator in Building"",Heating,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}","Three reasons to stay at this Flatbook: 1. Designed with mid-century modernism with minimalist Scandinavian sensibilities in mind, with an open-concept living space perfect for sharing a meal or gearing up for a night on the town.    2. Equipped with a brand new kitchen ready to experience your culinary prowess and an air conditioning system to keep you shielded from the Boston summer.  3. It's just blocks from the city's hip South End, where you can discover Boston in style as you take Three reasons to stay at this Flatbook: 1. Designed with mid-century modernism with minimalist Scandinavian sensibilities in mind, with an open-concept living space perfect for sharing a meal or gearing up for a night on the town.    2. Equipped with a brand new kitchen ready to experience your culinary prowess and an air conditioning system to keep you shielded from the Boston summer.  3. It's just blocks from the city's hip South End, where you can discover Boston in style as you take on the neighborh"
10271867,"{Internet,""Wireless Internet"",Kitchen,Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials}","One room in a 4 bedroom house with a really comfy bed. House is shared with 3 other people, all artists. 10 min walk to 39 bus or Jackson Square T stop, close to Whole Foods, Stop n Shop and restaurants."
6181230,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Pets Allowed"",Gym,""Elevator in Building"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials}","With outstanding views of the Zakim Bridge and downtown, situated atop North Station T, featuring amazing interiors and amenities – The Victor is unlike anything else around. With its exclusive apartments, unmatched amenities, and ideal location, this brand new, best-in-class building has an unpretentiously chic and sophisticated Boston vibe.  Apartments are outfitted with high-end touches like custom Italian cabinetry, hardwood floors, and floor to ceiling windows.  The amenity line-up features a 5,000 SF strength & cardio club, sports lounge, indoor sports court, and The Living Room entertaining area opening up onto the 5th floor terrace. With outstanding views of the Zakim bridge and downtown - The Victor is unlike anything around. Apartment Features: • Fully Furnished • All Utilities • Housewares • Basic Cable • High-speed Internet • Local Phone • 24-hour Emergency Service • Starter Toiletries • Welcome Home Collection • Spa Therapy Bath Amenities • 24-hour Emergency Building Featu"
1147871,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Gym,Heating,""Family/Kid Friendly"",Washer,Dryer,Essentials,Shampoo,""24-Hour Check-in""}","Great Boston Location conveniently located near the Airport and Downtown Boston. - 6 minute walk to the subway Airport T station.  This is a perfect location for someone getting in from the airport.  You can take the airport shuttle to the last stop, which the Airport T station and walk from there to the house and get back  the same way.  I am attaching all of the maps in the pictures for your reference.   - 5 minute subway ride to Downtown Boston (2 Stops on the Blue Line) - Two blocks away (6 minute walk) from a grocery store and shopping plaza - Safe Neighborhood with a lot of great restaurants with some of the best Latin and Italian food in Boston.  - Waterfront parks with amazing views of Boston within walking distance - 2 stops away from the beach More Info: 1. The private bedroom will be located on the second floor and will have its own key. The bedroom is furnished with a queen size bed and a dresser, it can accommodate two people.  The living room kitchen and the bathroom will"
205894,"{""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",Essentials,Shampoo}","Big, spacious room in a beautiful Victorian house, save, 4 min to walk to T-red line, direct line to Downtown, MGH, MIT, Harvard sq. I-93 South is end of the street. Private room, with shared bath Big, beautiful Victorian house on three floors, there are three two more rooms on airbnb. You will meet other guests in the house.  There are two houses attached to each other on the same ground.  Two houses are connected with open balcony. On the back there is a patio with a picnic table for common use  Interior: beautiful hardwood floors, warm and welcoming colors . Equipped kitchen.  Room D: has queen size bed, comfy, good size room, extra mattrass for third person available Dinning room, kitchen, open balcony on the front and the back of the house, patio e-mail, phone, text, (SENSITIVE CONTENTS HIDDEN), Viber, in person when I'm at home, if I'm not available then the house manager will be helpful. His info will be provided After reservation you will have this information Mixed population,"
1112193,"{Internet,""Air Conditioning"",Kitchen,""Free Parking on Premises"",Heating,Washer,Dryer}","This comfortable room offers a charm like no other.  It has high ceilings and it located in the vibrant community of Dorchester.  If you are interested in visiting downtown Boston, it is a five minute walk to public transportation.  There is access to kitchen, laundry room and internet services .Welcome This is a private over- sized room which located south of downtown Boston.  Also, the house is conveniently located to public transportation a quick five minute walk. You have access to a full kitchen, laundry room and free WI-Fi. The nieghbor hood is historic and very diverse . the are many cultures  to choose from when comes down to eatries . There transit system is a quick 5 minute walk . We are central to Downtown and Umass Boston . There is a library , Grocery store and Sports bar for those who would  like to try a draft  before bed . Dorchester  offers a great value to the smart traveler . Minutes to Downtown Bostons at a fraction of the glitzy  life ."
716245,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Pool,Kitchen,""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",Essentials,Shampoo}","2 separate bedrooms in a nice clean apartment in beautiful area in Brighton, MA, close to public transportation, 15 min. drive to downtown Boston. Completely furnished, free Wi-Fi (code will be provided), free street parking nearby. Laundry in the building. Very friendly landlord living in the same building, easy to communicate. Very close interaction - i live at the same building, all concerns are immediately taken care of... Close to city, very nice Chandler Pond just around the corner, the nature gem in the city. the B-line metro station is 10 minutes of easy walk(shortcut). Bus N 86 could take the guests to Harvard University for 15- 20 minutes. Bus N 57 takes you to Kenmore Square- you could walk to downtown from there"
8228903,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo,""Lock on Bedroom Door"",""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}","15 Minutes from any major Boston attractions.  Locked Private room with WIFI Access and WIFI Tv. Convenient to TD GARDEN and the Aquarium. 24 hour access due to an automated locking system.  BOSTON MARATHON EASY 24/7 ACCESS. Nice sized room with a full sized bed, a desk, and a 50"" flat screen TV. Wifi locks for the front door allows you access with a pin number. Erica and I are usually around to take care of any of your needs. The Ashur Restaurant next door gives our guest a 15% discount of food purchases. The subway and bus stop are 300 Feet away. This is a 6 bedroom house of which 5 rooms are on Airbnb. The 2 bathrooms, kitchen, and living room are shared. We also have laundry facilities."
8302844,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,""Family/Kid Friendly"",""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}","Prime Beacon Hill location.  Cozy does not begin to describe this stylized get-away space.  The living area is more spacious than most studios in the area.  Comfortably furnished with a queen-sized real bed and an additional queen-sized air mattress. Take a small step through history as you enjoy your time in this cozy, subterranean servant's quarters.  Nestled in the rear of the building and located smack in the middle of the most central, and arguably the most historic, part of Boston, this comfy abode wants for little when it comes to getting literally everywhere within minutes.  Just right up the street from the Massachusetts State House and the Boston Commons in one direction, The North End, Government Center, and Haymarket Square in the other (10 mins by foot), Charles St., Newbury St., and Boylston in another...the list of sights, shops, restaurants is endless, all easily walkable. For stops further away, the Boston ""T"" is the way to go.  You can board the train in several locat"
586994,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Doorman,""Elevator in Building"",Heating,""Family/Kid Friendly"",Washer,Dryer}","Newly updated studio located next to State House and Boston Common. Great location. Studio has a full size bed. Full kitchen, including stove/oven, refrigerator etc. Amenities include television with cable, and wireless internet. Also has air conditioning and heat. Building has elevator and doorman. Laundry facilities available in the building, similar to coin operated, but with a card that you will need to load with some credit. Just a 15 minute drive to or from Logan International Airport. Lots of great restaurants and food nearby. Only 10 minute walk to Faneuil Hall. Just 3 minutes to T-stop (Subway station), then 4 stops to Harvard Square. 5 minute drive to the New England Aquarium and Christopher Columbus Waterfront Park, or 15 minutes by subway. Thanks for taking a look at my listing, please let me know if you have any questions about the studio or the area. I am happy to help!"
2636365,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Buzzer/Wireless Intercom"",Heating,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo}","This Boston Brown stone is in the South End. Walking to local eateries and entertainment all within reach. The orange line is a 7 minute walk and getting downtown is a 10 minute train ride. 1 room in 3 BR apt. Back Bay towers and downtown city views. This Boston Brown stone is in the South End. Walking to local eateries and entertainment all within reach. The orange line is a 7 minute walk and getting downtown is a 10 minute train ride. 1 room in 3 BR apt. Back Bay towers and downtown city views. This room has fresh paint with brand new furniture specifically for you. Furnished with a full size bed frame, mattress, and night stands that match. Clean sheets for every guest upon arrival. There will be a key access outside of our building in a locked box. Txt me at (phone number hidden) the code. I enjoy meeting new people. I may not be here upon your arrival but will still be able to grant you access.  There are a few places to eat in the immediate neighborhood. My local grub favorite is"
6119918,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Pool,Kitchen,""Free Parking on Premises"",""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}","Enjoy the pool! Enjoy an urban apartment with fantastic amenities such as a patio and pool, steps to Whole Foods, Starbucks, and an incredible array of restaurants.   Washer/Dryer in unit. Just a 10 minute ride to downtown and less than 15 minutes to Coolidge Corner with plenty of cafes, a theatre, and the best restaurants in the Boston area. Brookline is one of the safest most charming neighborhoods in the country. John F. Kennedy was born and baptized here - you can visit the house where he lived as a child just a 10 minute walk away.  I will give you a list of the amazing Middle Eastern, Thai, and Sushi restaurants, European Cafes, and Bakeries in the area all less than 10 minutes away by foot.  Public Transport: Subway/Bus: * 5 minute walk to Green ""C"" and ""B"" subway - connectivity to Fenway Park, and Back Bay / Downtown * 30 minute walk to Longwood Medical * 5 minute walk to 66 Bus service with direct service to Harvard Square / Cambridge and Allston * 15 minute walk to Green ""C"" "
4580825,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Pets Allowed"",Heating,""Family/Kid Friendly"",""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}","Beautiful, New, light-filled, above ground 1st fl., hardwood floors,  for 4 guests. Two bedrooms with two private baths.  Kitchen, but no living room. King size bed and Full size bed. with a kitchen in between. Best Location heart of Little Italy.  (Please be aware that a bldg. is being constructed across from this building.  We have no control over this, but want you to know that occasionally there may be some noise between the hours of 7 am and 5 pm. ) Newly renovated 2 bedroom - King size bed  and a queen size bed. HD 32""  TV in each bedroom , 2 baths, stainless appliances , granite top. Note that there is a kitchen, but no living room and no dining room.  There is however a small foldout table and chairs to eat in the kitchen,  its tight.    Great location, just a minute’s walk to Faneuil Hall, Quincy Market, Freedom Trail, the Aquarium and many restaurants and shops. One block from Hanover St., Starbucks and the waterfront, near the Paul Revere House. Amenities include high speed "
1175376,"{TV,""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,""Family/Kid Friendly"",Washer,Dryer}","This new, luxury unit located in a historic Boston row house was remodeled in 2011 and boasts a private balcony with  patio furniture. A full floor-though unit, it features two bedrooms, a full bathroom, a dedicated dining room and an open plan living room and kitchen. The two bedrooms have a queen bed and a full bed, respectively. The separate dining room seats six and opens to the balcony which comfortably accomodates four.  The bathroom has a beautiful tile-surround tub and shower combination. The beautiful kitchen is stocked with high-end cooking tools, stainless steel appliances, granite counter tops and a breakfast bar that seats two. The living room comfortably seats 4 adults and includes a flat screen HD television and a queen sleeper sofa. All units are equipped with wireless internet, irons, ironing boards, hair dryers, coffee makers, tea kettles, toasters, microwaves, linens and towels, as well as a guest book with instructions and recommendations. A private washing machine "
4573388,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Pets Allowed"",Heating,""Family/Kid Friendly"",""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo}","Beautiful warm and inviting , comfortable, light-filled, 3rd fl., hardwood floors, open kitchen - for 4-5  guests. Two BR's - a queen in one, a full bed in the other and a full size sofa bed in living area.  One bath w/shower.   5th guest additional.   (Please be aware that a bldg. is being constructed across from this building.  We have no control over this, but want you to know that occasionally there may be some noise between the hours of 7 am and 5 pm. ) You'll love this apartment - warm, lots of wood, typical North End Italian ambiance with two small bedrooms.  Queen bed in one, full in the other. An additional guest is welcome for a small fee using the full sofa bed in the living room. Great location on a quiet street, just a minute’s walk to Faneuil Hall, Quincy Market, Freedom Trail, the Aquarium and many restaurants and shops. One block from Hanover St., Starbucks and the waterfront, near the Paul Revere House. Amenities include high speed internet, cable TV, DVD, A/C, phone, "
1220971,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Pets Allowed"",Heating,""Family/Kid Friendly"",""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}","Beautiful, sunny, lge one BR, 2nd floor, great location.  One king & one twin bed in BR; sleeper sofa and day bed in living area.  High speed internet, cable TV, DVD, AC, linens, towels, full kitchen and bath.  Cleaning fee waived w/5-night rental. A beautiful high ceiling large one bedroom with an old graceful charm. Sleeps 4-5 with one king and one twin size bed in the large bedroom and a sleeper sofa and a day bed in dining. The apartment is located in the best location on the 2nd floor, sunny, facing Hanover street. Bathroom with a tub, hardwood floor, Pets ok with $150 pet deposit, no smoking, High speed internet, Cable TV, DVD, A/C, phone, full kitchen, linens and towels supplied. Laundry across the street. Minutes walk to Faneuil Hall, Quincy Market, Freedom Trail, the Aquarium. Many restaurants and shops. Just a minute’s walk to Faneuil Hall, Quincy Market, Freedom Trail, the Aquarium and many restaurants and shops.  Laundromat across the street. Nearest T stop at Haymarket is "
5054601,"{Internet,Kitchen,Heating,""Carbon Monoxide Detector"",Essentials,Shampoo}","Large room, 3 floor, full bed, desk, chair, wood floor, access to nice bathroom and to small kitchen with hot plate, toaster and refrigerator.  Location next to red line T station Andrew, close to Financial District and Downtown. My location is an excellent spot, close to Downtown and also to the beach, you can go for a walk to enjoy the tide high and low, sun-rise and sun-set. It is really great to be on one hand so close to the city and to have an access to nature as well. Also I am located close to Dorchester Historical Society, each 3rd Sunday a month there are events organized and museum.  Flexible check in- check out and  as a general rule you can check-in from 14:00 on the day of arrival and must check-out at 12:00 (noon) on the day of departure. WiFi  I live in the house so I am available to assist.   I love the beach near my house and Dunkin Donuts Excellent  South Boston is fascinating location of destiny as it is dynamic developing and soon it will be completely transform to"
7789055,"{Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}","Located in walking distance(~12min.) to two T lines(red and green),Harvard, MIT and BU. Easy access to Boston, nearby Charles river, Magazine beach park, 5min. walk to grocery Trader Joes,swimming pool and Boat house. Safe neighborhood. Offers entire 3B2B. You can have entire spacious 3 bed rooms, 2 full bath rooms unit at a convenient and quiet neighborhood.  The sofa can be pulled out to a full size bed and there is a full size floor mattress too. The unit offers high ceiling, lot of sun, in unit washer and dryer and central air conditioning. Central square T is at the end of the street.  Grocery store is 5 min.walk at the corner. Next to Charles river, 5 min. to Magazine beach, swimming pool(free), lots green, with wood table and chairs, great river site view and walk. Its a nice place to relax with family and friends. Bus down the street directly goes to Boston downtown. Walking to BU, Fenway( or take T), redline T and greenline T stop. Easy to MIT and Harvard as well. a bike is al"
4178790,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",""Hair Dryer"",Iron}","New luxury 2 bedroom/1.5 bath apartment in Boston’s South End. Bedrooms feature queen sized beds with large closets.  This suite has a queen size sofa bed and a detached formal dining area. Features free internet and a flat screen TV. his brand new, luxury unit is located within a modern building set among historic row houses in Boston’s South End neighborhood. Two bedrooms feature queen sized beds with generously sized closets and drawers.  In addition, there is a pull out couch that sleeps two adults. The unit has a beautiful tile surround tub and shower combo in the full bath and an additional half bath directly off the living room to conveniently host visitors. The generously sized gourmet kitchen with full breakfast bar is stocked with high-end cooking tools, stainless steel appliances, and granite counter tops. The additional dining table seats four, and the living room has a flat screen TV. All units are equipped with wireless internet, irons, ironing boards, hair dryers, coffee"
29155,"{TV,""Cable TV"",""Wireless Internet"",""Air Conditioning"",Kitchen,""Elevator in Building"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",Essentials}","This 150 year old brownstone is located in one of Boston's most prestigious and historical neighborhoods. Just steps away enjoy sailboats and summer concerts along the Charles River, or relax in the Boston Public Gardens.  Beautifully furnished, newly renovated 3 Bedroom, 2 Bath multi-level unit for long or short-term rental. Hardwood Floors throughout.  There is a a 42"" wall mounted flat panel TV over the decorative fireplace. Modern furnishings throughout. Dining table with seating for 6 persons. Writing desk and built-in bookcases.  Gorgeous, fully applianced kitchen with breakfast bar with seating for 4 persons, gas stove, granite counter tops and stainless steel appliances.  There is 1 bedroom downstairs with a queen bed and 2 bedrooms on the upper level with custom platform queen beds. Two bathrooms.  Please Note:  Unit can accommodate up to 8 persons with an aerobed, which can be rented for an additional cost of $25/night.  Please request when making a reservation. Rental includ"
2823378,"{""Cable TV"",""Wireless Internet"",""Air Conditioning"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher""}","Private furnished rooms in Historic Beacon Hill! walk-able to all city attractions and train lines, all rooms come with bed, desk, wireless internet, satellite television, microwave, refrigerator, and sink, (no stove), baths are steps from room. We offer private furnished rooms in Historic Beacon Hill! walk-able to all city attractions and train lines, all rooms come with bed, desk, wireless internet, satellite television, microwave, refrigerator, and sink, (no stove), baths are steps from the room, cleaned spotless daily. Guests have access to their own self-contained space, you come and go as you like. Coin-washer/dryer first floor. Guests will meet others coming and going, also on site management is available Monday - Friday, as well as reachable over weekend via email/phone. Beacon Hill is a historic area of Boston with cobblestone walks, gas lanterns and European charm, a beautiful area to walk and explore. We are 5 min walk to all local train service and walk-able to most city lo"
11220522,"{Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Pets Allowed"",Heating,Washer,Dryer,""Smoke Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,""24-Hour Check-in"",Hangers,""Hair Dryer"",""Laptop Friendly Workspace""}","I am AirBnBing my spare bedroom. We are walking distance to the T and a bus stop is less than 100 M away Ingres Discounts will be given to backpackers and travelers from countries I've never visited I have a kitchen and bathroom. You're welcome to use the entertainment center Also my bike is available for use. I can help throughout your trip as well as make specific preparations if given advance notice Umai on Market street is the best Japanese food I have ever had. I have them on speed dial 86 bus (to Harvard) and 57 bus (to Kenmore) are the closest. Warren street Green Line is the closest T stop. I have a charlie card for guests to save you some money, I do ask that you refill what you use so I can offer it to the next guest."
3730447,"{Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Smoking Allowed"",""Pets Allowed"",""Indoor Fireplace"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",Essentials,Shampoo}","This 2 bedroom condo is the entire second floor of a triple decker house located directly across the street from a huge park.  Steps from the orange line to downtown but peaceful and cozy when at home. **PLEASE NOTE**This is a quiet, family-oriented neighborhood.  Please do not rent the house for parties or noisy groups.  As a result of past problems, we cannot allow you to have visitors at the house.  Neighbors will notice, so please don't rent the house if you will be having visitors. This is the entire second floor of a three family house across the street from hundreds of acres of park space.  It is on a quiet street but a short downhill walk to the Forest Hills T station where there is easy access to downtown and all over Boston and Cambridge and beyond.  The two bedrooms each have one queen bed.  There is one couch that is comfortable for sleeping if needed.  There is also a living room with a pellet stove, dining room, and modern kitchen, extremely well-stocked. Entire house!  T"
