id,neighborhood,neighborhood_overview
3842286,South End,
2395326,South End,"The South End is the trendiest part of Boston with great restaurants, bars, small shops and is well connected to the rest of the city."
7513605,South End,"Conveniently bordering the neighborhoods of the South End, Back Bay and Copley Square –  Steps to public transportation, the financial district, The Copley Mall, and Newbury Street."
11873789,South End,T
6248526,South End,"Right in the heart of the South End!  Known to locals as one of the best neighborhoods in Boston, the South End is still a bit of a secret to tourists.  Don't get confused and think this is Southie (South Boston) - that's a completely different area.  The South End is a relatively quiet and calm area, with the larger streets boasting some of the best restaurants, bars, and shopping in town.  You'll find parks, walkways, and late 18th to early 19th century brick architecture throughout."
6758443,South End,"Conveniently bordering the neighborhoods of the South End, Back Bay and Copley Square –  Steps to public transportation, the financial district, The Copley Mall, and Newbury Street."
1252289,South End,"The South End has some of the best restaurants in Boston (check out our picks in the Guidebook), as well as bars, cafes, and boutiques aplenty.  It has a neighborhood feel but is also in very close proximity to Back Bay and all the shopping and history it has to offer."
3601030,South End,The South End is known for its restaurants and beautiful architecture.
4549374,South End,"You are right in the heart of the Food and Arts District, with amazing restaurants, galleries and shops at your fingertips!  Great local grocery called Foodies is right down the street making cooking in our stocked kitchen a joy."
5976821,South End,"Boston's most vibrant community. This tree-lined neighborhood is known for its fine dining, art galleries, the open market, and smiling faces. If you don't know the South End, do some research to find out how amazing it is!  I live next to EVERYTHING and it's convenient to get everywhere around the city. I liked in the Back Bay for ten years before buying my condo in the South End and I have to say that the South End is where it's at!!!! Hands down the best part of Boston!"
2683284,South End,"The South End is one of the most historic and trendiest areas in the entire country.    The largest Victorian historic area in the country.   Many of the top restaurants in New England are located here, from Toro and Flour just steps away, to the offerings on ""restaurant row"" on Tremont Street.  There are large parks and playgrounds, hospital,  and shops and galleries and theater all within an easy walk. "
6850880,South End,"Conveniently bordering the neighborhoods of the South End, Back Bay and Copley Square –  Steps to public transportation, the financial district, The Copley Mall, and Newbury Street."
8301926,South End,"The South End is one of Boston's hottest neighborhoods, known for its award winning restaurants, trendy shops, and local art galleries.  It's quintessential Boston with its charming tree lined streets, brownstones, brick sidewalks and gardens.  Centrally located just minutes to the Back Bay, Downtown, Beacon Hill, North End, Seaport, Cambridge and only a short 15 mins cab/uber ride from the airport."
3808557,South End,"The South End is one of Boston’s trendiest neighborhoods boasting some of Boston’s best restaurants and night life, great access to public transit, and is conveniently located within a 20 minute walk to most of Boston’s best tourist locations including Fenway Park, the Charles River, the Freedom Trail and the Boston Common. "
5783197,South End,"Boston's South End is very popular and trendy, with many parks, shops, boutiques, art studios, cafes, bars and restaurants. It is characterized by the historic, charming homes within a quick walk to all that Boston has to offer."
8595650,South End,"The South End, one of Boston’s most vibrant communities, is known for its tree-lined neighborhoods, restaurants, theater and galleries, and diversity. In 1973, the South End was listed on the National Register of Historic Places as “the largest urban Victorian neighborhood in the country” and named a Boston Landmark District in 1983. Tremont Street in the South End was nicknamed “restaurant row”—and with good reason. Not only are there hundreds of restaurants, bars, and cafes within walking distance, the area offers a unique and diverse range of cuisines. The South End is home to a booming art and theater scene with over 21 galleries and numerous theaters in the neighborhood."
5582163,South End,
5769127,South End,"Conveniently bordering the neighborhoods of the South End, Back Bay and Copley Square –  Steps to public transportation, the financial district, The Copley Mall, and Newbury Street."
13078068,South End,
7095658,South End,
10656206,South End,"The South End is the Best neighborhood to discover and enjoy Boston! Our favorite spots within a few minutes walk are Cafe Madeleine for delicious croissants and french pastries, The Render Cafe for delicious and meticulously made coffee. The house of Siam for exquisite thai gastronomy. The Parish Cafe for the most original and tasty sandwiches designed by Boston chefs. The Wally's Bar for live jazz music open every day of the year. Whole Foods and CVS within 5min walk. Daily open 24/7 is one minute away. Walking distance to many Boston's top restaurants: B&G Oysters, Toro, Barcelona, Coppa, SRV, etc."
7645862,South End,
10083878,South End,Boston South End (URL HIDDEN)  Terrific restaurants!  3 min walk to Flour Bakery (URL HIDDEN)
8025718,South End,"Conveniently bordering the neighborhoods of the South End, Back Bay and Copley Square –  Steps to public transportation, the financial district, The Copley Mall, and Newbury Street."
11856912,South End,
8211468,South End,
5058148,South End,"I have seen the South End evolve and change.  Now we have a plethora of great restaurants, small boutiques, and yoga studios.  The folks in the building are mostly involved in academia and are always ready to answer any questions.  "
3903273,South End,"This is the oldest and largest Victorian neighborhood in Boston. Tree lined streets, beautiful parks and lots of Boston's finest restaurants and bistros. Ten minutes walk to the center of Boston Common Park, and easy access to public transportation, buses, trains and airport. Twenty minute walk to Charles river through Copley Plaza. Lively neighborhood with Theater, Art studios and gallerys and music clubs. My favorite neighborhood in Boston. "
2292495,South End,
8815257,South End,(URL HIDDEN)
585148,South End,
7205210,South End,
11710680,South End,"The apartment is convenience at its best: only a 7-minute walk from Back Bay train station, or a 15-minute drive from Logan airport.  Located on what is considered one of the nicest streets in Boston's very happening South End neighborhood-- there are parks, cafes, restaurants, bars, theaters, shopping, art galleries, farm stands, yoga studios, and historic landmarks all within a minute's walk. And using public transportation or taxi-- it's easy to get a bit further afield to explore Cambridge, the Charles River, the MFA, Providence, and more.  It would be hard to find a better location in metropolitan Boston."
5433246,South End,
1183032,South End,
8988506,South End,(URL HIDDEN)
11687031,South End,"Walking distance to Boston Common, Chinatown, Tufts Medical Center, South Station and more.  The South End is one of Boston’s most beautiful neighborhoods – brick townhouses, tree-lined streets, shady pocket parks – and also one of the most culturally diverse. The main commercial streets are Tremont Street, Columbus Avenue, and Harrison Avenue, but you’ll find delicious restaurants for every taste scattered throughout the neighborhood."
8987722,South End,(URL HIDDEN)
5153080,South End,"My apartment is located in one of the best parts of town - there is a reason I live here. A vibrant and diverse restaurant scene, lots of boutique shopping, and art, music & theatre all around. It's slightly off the beaten track, so there aren't many tourists around, which can make it feel like you're really experiencing Boston.  Would be great if you're visiting a local college student, working downtown, or attending at conference at the Hynes convention center."
4750791,South End,"This Historic South End is a vibrant neighborhood, well served by grocery stores, art galleries, boutiques, coffee shops and some of Boston's very best restaurants. With a ""97 Walk Score"", Downtown is a 6 minute drive or cab ride, 16 minute average on public transportation, 10 minutes by bike, or 35 minutes on foot. "
6287797,South End,
7114655,South End,"Artist loft in Boston's hippest neighborhood filled with tons of local and international art! If you're looking for THE BEST location in all of the South End, you've found it here. We are 2 blocks from Myers and Chang and the biggest Whole Foods in New England,  and Gaslight. And we are a 5 minute walk to Metropolis, Aquitaine, B&G Oysters, The Butcher Shop, The Beehive, Hamersley's Bistro, Mela, and Stephi's on Tremont."
10427882,South End,
13697966,South End,"South End is a popular tourist area near restaurants, shops, attractions and subway. Walk to many of them. Famous for beautiful bow front brownstones on charming streets."
5885130,South End,
7540480,South End,"The South End is the largest neighborhood of Victorian buildings in the US.   It is home to many of the best restaurants in New England, many right on Tremont street around the corner from the building.     The neighborhood has great parks, plays, jazz bar (The Beehive) and is full of fun cultural activities all year around."
4609785,South End,"The south end is a great neighborhood. Trendy restaurants, cozy coffee shops and local boutiques are all nearby. It's also very centrally located so you can get to Boston's other great areas very easily."
12426977,South End,
12308161,South End,"The draw of the South End is two fold--in lifestyle and homestyle.  The living spaces are nice, and the food is great.  Restaurants include Toro (tapas), Stephanie's (American), The Gallows (American), Meyers + Chang (Asian fusion).  You are close to the Prudential Center which has food places like the Cheesecake factory and Revolution Juice.  Symphony Hall is down the street, as is Whole Foods.  Wally's is a jazz place where a lot of Berklee music students play.  Pizza joints and coffee shops also in the area."
14489201,South End,My apartment is in the South End/Back Bay area and only minutes away to some of my favorite restaurants in the area.  You will feel the local neighborhood vibe/privacy on my street and be amazed by how quickly you will find yourself in the hustle and bustle of this amazing city. :)
7294565,South End,
6355733,South End,"South End is known for its fine dining, art galleries, the open market, and smiling faces. The apartment itself is located next to Boston Medical Center."
986399,South End,"Close to Copley Square, Newbury Street, the Esplanade, Freedom Trail, Boston Public Gardens, Downtown Boston and much more. We are located in the heart of the Historic South End, Boston's trendiest neighborhood and home to many of Boston's favorite restaurants. On either side of the Guest House you can find Cafes, Bars, Restaurants, and Gourmet Groceries, Boutique Stores. Across the street from the Boston Ballet and Boston Center For Arts."
5768819,South End,"Conveniently bordering the neighborhoods of the South End, Back Bay and Copley Square –  Steps to public transportation, the financial district, The Copley Mall, and Newbury Street."
1948096,South End,The South End is listed on the National Register of Historic Places and is a Boston Landmark District. It is North America's largest extant Victorian residential district.  It is a residential district with many boutiques and easy access to restaurants.
8371115,South End,"The South End is, hands down, the best neighborhood in Boston. But we're biased - we've lived here for 7+ years. There are so many incredible restaurants and bars, the streets are beautiful with their Victorian row houses, parks, and trees, and the community is made up of young professionals and families. The Back Bay, Kenmore Square, Fenway, Chinatown, Theater District, South Boston, and North End are just a short walk, cab, bus, or bike ride away."
8096900,South End,
11470818,South End,
7575052,South End,"The apartment is located in the South End of Boston just by Copley Square. The South End is known as the area of Boston with the best restaurants,  galleries and cafes. The apartment is about a 10-15 minute walk to Copley Square (Center of Boston). The nearest T or subway station (Prudential on the green line) is a 10 minute walk. The nearest garage is at 131 Dartmouth Street which is just by the intersection of Dartmouth Street and Columbus Avenue and the present rate is $32.00 per day."
9840919,South End,"Popular South End, near attractions in Copley Square and Newbury Street. South End has the highest concentration of the best restaurants in Boston. Lovely boutique shops. Very friendly neighborhood. Gives you an authentic Boston flavor."
12253029,South End,
5588537,South End,"Boston's South End neighborhood is one of the most coveted areas of the city. A friend of ours once referred to it as ""the SoHo of Boston,"" and we couldn't agree more. Our street, like most in this area, has beautiful brick sidewalks and lush trees and flowers lining the curbs. The South End is known for its sophisticated yet down-to-earth eateries, charming boutiques, open farmer's markets, and a decidedly European feel."
2372987,South End,"The South End is a very urban, walk-able neighborhood in Boston. Known for its many parks, restaurants and artistic culture, this neighborhood has been the ""hottest"" in Boston's real estate market. Young families, professionals, doctors/nurses and empty nesters will enjoy this location."
1899770,South End,Easy Access to transportation (Orange Line - Bus 1 to Harvard Square - Silver Line to South Station and Downtown).  Lots of cafes and Wholefood/Foodies a few blocks away.  10 minutes from Prudential Center.
650956,South End,
7649517,South End,"Walking distance to Boston Common, Chinatown, Tufts, South Station and more.  The South End is one of Boston’s most beautiful neighborhoods – brick townhouses, tree-lined streets, shady pocket parks – and also one of the most culturally diverse. The main commercial streets are Tremont Street, Columbus Avenue, and Harrison Avenue, but you’ll find delicious restaurants for every taste scattered throughout the neighborhood."
10427199,South End,
5932267,South End,"We living in one of Boston's most beloved neighborhoods that is all at once classic and trendsetting.  We are just a block away from renowned eateries Flour Bakery + Cafe, Toro and Blunch, and just a few blocks further from SoWa Open Markets, art galleries, countless independent stores, yoga and fitness studios, cafes, bakeries and parks. The South End is a destination in and of itself and offers endless ways to spend an afternoon, evening or weekend."
639101,South End,"Settling in at Aisling B&B in Boston’s South End, you’ll find yourself surrounded by Boston’s most diverse and exciting restaurant choices. Boston’s South End is called “Restaurant Row” – there are dozens of restaurants right in the area. Boston is both a destination and a gateway for trips throughout New England. The city is filled with history and with distinctive neighborhoods, great restaurants and colleges, museums, live music and culture. Visitors shouldn’t miss places like Beacon Hill, Newbury Street, the Museum of Fine Art (MFA), the Isabella Stewart Gardner Museum, the Esplanade, or Fenway Park, home of the Boston Red Sox, all within walking distance."
1214214,South End,"The south end is a super desirable section of Boston close to downtown.  Filled with restaurants, quirky shops, Victorian row houses and a great vibe it's the ideal base for vacationers or business professionals."
14125957,South End,
8309604,South End,"""Restaurant row"" on Tremont Street, 3 quick blocks from the apartment, is the commercial center of Boston's South End. During the warm months, outdoor dining is a must at one of many eateries on this stretch."
7919500,South End,"Walking distance to Boston Common, Chinatown, Tufts, South Station and more.  The South End is one of Boston’s most beautiful neighborhoods – brick townhouses, tree-lined streets, shady pocket parks – and also one of the most culturally diverse. The main commercial streets are Tremont Street, Columbus Avenue, and Harrison Avenue, but you’ll find delicious restaurants for every taste scattered throughout the neighborhood."
4742275,South End,"The South End is the destination for art-buffs, fashionistas and foodies! The South End is packed with great cafes and restaurants, shops and boutiques, art galleries and studios. Like Greewich Village in New York City, it boasts gaslit streets and beautiful Victorian brick-row-houses which make the National Register of Historic Places and has been featured in the New York Times"
13713445,South End,"The South End is a unique neighborhood, filled with charming Victorian Bow front brick town houses and has a plethora of restaurants and shops. It is a popular tourist area."
1425973,South End,
8518665,South End,"Walking distance to Boston Common, Chinatown, Tufts, South Station and more.  The South End is one of Boston’s most beautiful neighborhoods – brick townhouses, tree-lined streets, shady pocket parks – and also one of the most culturally diverse. The main commercial streets are Tremont Street, Columbus Avenue, and Harrison Avenue, but you’ll find delicious restaurants for every taste scattered throughout the neighborhood."
1166808,South End,"The South End, North America's largest surviving Victorian residential district, is known for its historic architecture, restaurant and art scenes, dog-friendliness, and GLBT community. Personally, I also love the neighborhood's diversity and history. People from all walks of life—old, young, gay, straight, natives, transplants, different ethnicities—live and work here, which makes this a community rich with culture. I grew up in the South End and Chinatown so you'll get plenty of inside info on my stomping grounds. :)"
14414330,South End,
12287958,South End,"Convenient neighborhood to attractions, business, schools, restaurants, shops. Man within walking distance."
9508975,South End,"This is one of the most sought-after neighborhoods in the city for amazing restaurants and great local shops!  Less touristy than other spots, the South end is very walkable, charming and accessible to other areas of town."
7358714,South End,"Walking distance to Boston Common, Chinatown, Tufts, South Station and more.  The South End is one of Boston’s most beautiful neighborhoods – brick townhouses, tree-lined streets, shady pocket parks – and also one of the most culturally diverse. The main commercial streets are Tremont Street, Columbus Avenue, and Harrison Avenue, but you’ll find delicious restaurants for every taste scattered throughout the neighborhood."
2694019,South End,"Back Bay is one of the busiest Neighborhoods in Boston. Dartmouth Street is constantly busy for a scenic Boston Experience. Located in the heart of Downtown Boston, you will be walking distance to many popular Boston Tourist Attractions. Walking Distance to South End, Copley square mall, Newbury Street, Boston Public Library, Boston Common, Boston Public Gardens, Downtown Crossing, Quincy Market, Downtown Boston, Numerous Universities & Colleges. Many Excellent Restaurants in South End and Back Bay. Sushi, Burgers, Ethiopian etc."
7740592,South End,"Boston's South End is very popular and trendy, with many parks, shops, boutiques, art studios, cafes, bars and restaurants. It is characterized by the historic, charming homes within a quick walk to all that Boston has to offer."
7592616,South End,"Directly across the street from Wholy Grain bakery and peer from the front steps to see Formaggio Market, Franklin Cafe, Coppa, and South End Buttery."
2549840,South End,"Very popular and trendy, with many parks, shops, boutiques, art studios, cafes, bars and restaurants. "
8082512,South End,"Bordering the neighborhoods of the South End and Back Bay – Literally steps to the financial district, The Copley Mall, and Newbury Street where you will find some of the world’s finest shopping."
12034317,South End,
14770892,South End,"The South End is a vibrant and historic neighborhood, convenient to all the city's attractions by foot or by public transport.  The neighborhood has some of the city’s best shops and restaurants.   The home is on a quiet block right off of Tremont Street, the main thoroughfare of the South End, and is steps to many popular locations such as The Beehive for Sunday jazz brunch, B&G Oyster for outstanding seafood, Picco for pizza and beer and the South End Buttery for coffee.  It is also a quick walk to the Back Bay including many office buildings, high end shopping on Newbury Street and in the Copley and Prudential malls, and attractions such as The Boston Public Library and Copley Square. We will provide you with a guide of our favorite spots in the neighborhood and the broader city."
1428355,South End,
2846739,South End,"As mentioned in other listings, the neighborhood represents a high end lifestyle, home to many of Boston's celebrities and other professionals. The main attraction to this home is that it is less than 10 minutes walk from Copley Square, the center of Boston's tourist district."
1106555,South End,Great Neighborhood -- this is only a parking space.
8088370,South End,The South End! Long been my favorite hood in Boston. I moved off Downtown Boylston St. to live here. Steps away from the city center yet much more lovely. The South End is proudly listed in the National Register of Historic Places and has many parks as well as the most intact Victorian row houses in the country! Food is BIG over here. It is never such a bad idea to sit down at one of our neighborhood cafes for some delicious food after a walk around town!
8402408,South End,"My neighborhood, the South End, is one of the best places for people who love to eat.  Many of the best restaurants in Boston are within a 20 minute walk from my place.  Toro, Equator and Seiyo, which are rated the best Tapas, Thai, and Sushi restaurants in Boston are on my block.   El Centro, Orinoco, and Terenga, the best Mexican, Venezuelan and Senegalese restaurants, are only a block away.  I like hosting guests who are adventurous eaters."
526970,South End,"This neighborhood is the largest historical district for residences in the US.  Several square miles of 19th century townhouses registered as documented historical sites.  Mine is an original Victorian, restored and retaining its 19th century characteristics. Most other houses have been modernized into expensive condominiums.  The neighborhood caters to young people, with high income, and is now considered ""trendy"" and ""chic""....   Conveniently located to all of Boston's tourist attractions."
2326445,South End,Boston's South End is one of the best dining neighborhoods in Boston. You will be able to walk to dozens of great restaurants and bars from the apartment.
8201104,South End,"Bring your walking shoes!!!  There is a convenient MBTA Silver Line bus stop right on front of the building.  The Silver Line bus is the only bus line that can take you to the airport.  The unit is also at walking distance (15 mins) from Massachussetts Avenue Orange Line and Back Bay Subway Station.  So, bring your walking shoes.  Boston has a great bicycle network.  It is the best way to move around.  Check out the The Hubway ((URL HIDDEN)  You can rent a bicycle to move around and to get to your destinations easily.  I totally recommend biking than walking. The City of Boston also has a great bicycle sharing program ((URL HIDDEN) where you can use a bicycle for a short period of time, a month or a year.  It is very convenient.  It is basically the version of a zipcar but with a bicycle.  There is a station with bicycles ready to be rented a block away from the building."
4787233,South End,"Our favorite spots within a few minutes walk are Cafe Madeleine for delicious croissants and french pastries, The Render Cafe for delicious and meticulously made coffee. The house of Siam for exquisite thai gastronomy. The Parish Cafe for the most original and tasty sandwiches designed by Boston chefs. The Wally's Bar for live jazz music open every day.  Whole Food and CVS within 5min walk. "
7511737,South End,"Conveniently bordering the neighborhoods of the South End, Back Bay and Copley Square –  Steps to public transportation, the financial district, The Copley Mall, and Newbury Street."
453660,South End,"The South End, North America's largest surviving Victorian residential district, is known for its historic architecture, restaurant and art scenes, dog-friendliness, and GLBT community. Personally, I also love the neighborhood's diversity and history. People from all walks of life—old, young, gay, straight, natives, transplants, different ethnicities—live and work here, which makes this a community rich with culture. I grew up in the South End and Chinatown so you'll get plenty of inside info on my stomping grounds. :)"
9430774,South End,"The loft is located in the South End, which is rapidly growing in popularity. The South End is Boston's most vibrant, diverse community attracting many young professionals and artists. The neighborhood is known for its fine dining, small boutiques, art galleries, open markets, and great location (about a 15 minute walk from downtown).  Within a 5 minute walk from our apartment: -Whole Foods Market (organic market) -Ming's market (cheaper market) -Small corner store (open until 10PM everyday) -Train and bus stops (MBTA) -Mobil Gas station -Neighborhood park (tennis & basketball court, baseball field) -Gas Light Bar -J.J. Folly's Bar (and brunch place) -Peet's Coffee Cafe -Dunkin' Donuts -Myers & Chang Restaurant (Chinese, Taiwanese, Thai, and Vietnamese) -Oishii (sushi bar) -Sid's smoke shop -Nail Salons & Spas -Various Art Galleries To know more about the South End, visit: (URL HIDDEN)"
12384469,South End,
14091605,South End,"The apartment overlooks Blackstone Square in the heart of the South End. There are lovely views of downtown Boston from the kitchen and bathroom windows. There are several restaurants in the area, as well as some cool local shops on Tremont St."
11588543,South End,"The South End is one of Boston's most popular neighborhoods for young families, empty-nesters and artists.  It is tolerant, diverse and welcoming with a vibrant culture including some of the best restaurants in town (Toro is right around the corner!), galleries and SOWA Open Market.  Symphony Hall, The Huntington Theater, The Calderwood Pavilion and Berklee are all easy walks and Fenway is a five minute cab/Uber  ride away.  If it is work that brings you to town, the Back Bay, Financial and Innovation Districts are within a 10 minute Uber ride.  Several yoga studios are nearby."
9208166,South End,(URL HIDDEN)
7920541,South End,"Walking distance to Boston Common, Chinatown, Tufts, South Station and more.  The South End is one of Boston’s most beautiful neighborhoods – brick townhouses, tree-lined streets, shady pocket parks – and also one of the most culturally diverse. The main commercial streets are Tremont Street, Columbus Avenue, and Harrison Avenue, but you’ll find delicious restaurants for every taste scattered throughout the neighborhood."
13460331,South End,"Boston's most vibrant community. This tree-lined neighborhood is known for its fine dining, art galleries, the open market, and architecture. South End is the largest intact Victorian district in the country. Eleven residential parks are scattered around the South End. In 1973, the South End was listed in the National Register of Historic Places. The construction of the South End began in 1849."
705919,South End,
6851459,South End,"Conveniently bordering the neighborhoods of the South End, Back Bay and Copley Square –  Steps to public transportation, the financial district, The Copley Mall, and Newbury Street."
6075932,South End,"Located in the heart of the historic South End district.  This neighborhood is home to world class restaurants, shops, and beautiful architecture.  We are just a 10 minute walk to Newbury St. shopping, Copley Square, Back Bay, and only a few minutes to a major train station. Beacon Hill and the beautiful public garden are only 15 minutes by foot.  Gourmet coffee shops are less than a minute away for breakfast!"
8686165,South End,"The South End is one of Boston’s most beautiful neighborhoods – brick townhouses, tree-lined streets, shady pocket parks – and also one of the most culturally diverse. The main commercial streets are Tremont Street, Columbus Avenue, and Harrison Avenue, but you’ll find delicious restaurants for every taste scattered throughout the neighborhood."
5088560,South End,Historic landmarks district of Boston's South End on the Back Bay line with beautiful brownstone architecture and vibrant nightlife.
5834930,South End,Accessible to South End and Back Bay
7634365,South End,"Walking distance to Boston Common, Chinatown, Tufts, South Station and more.  The South End is one of Boston’s most beautiful neighborhoods – brick townhouses, tree-lined streets, shady pocket parks – and also one of the most culturally diverse. The main commercial streets are Tremont Street, Columbus Avenue, and Harrison Avenue, but you’ll find delicious restaurants for every taste scattered throughout the neighborhood."
7921131,South End,"Walking distance to Boston Common, Chinatown, Tufts, South Station and more.  The South End is one of Boston’s most beautiful neighborhoods – brick townhouses, tree-lined streets, shady pocket parks – and also one of the most culturally diverse. The main commercial streets are Tremont Street, Columbus Avenue, and Harrison Avenue, but you’ll find delicious restaurants for every taste scattered throughout the neighborhood."
5074924,South End,"The South End is a very urban, walk-able neighborhood in Boston. Known for its many parks, restaurants and artistic culture, this neighborhood has been the ""hottest"" in Boston's real estate market. Young families, professionals, doctors/nurses and empty nesters will enjoy this location."
6793945,South End,"Restaurants: Within a 10 minute walk of the apartment there are many fine cafes and restaurants. Some of our favorites are Jaho and Flour for coffee/pastries and lunch, Toro, Stella, Union and Estragon for (mid range) dinner, Hamersleys (high end). Plenty of ethnic restaurants in the South End as well - House of Siam for Thai, Seiyo for sushi, Mela for Indian."
13707814,South End,
8753913,South End,"The South End is a beautiful neighborhood with great restaurants, gardens, and architecture.  Spend some time walking down Tremont St to see the sites.  The Sam Adams brewery is a few stops away on the Orange Line or hop a bus over to Harvard Sq."
8193344,South End,"The South End is a historical neighborhood with excellent restaurants.  The Spanish Tapas Toro is right on our block (great tapas).  We also have Mike's in our block which is an excellent breakfast dinner (recommended).  Across the street there is Equator (really good Thai Food) and Seyo (Sushi).   In the next block there is a Seven Eleven, a convenience store, a Walgreens Pharmacy, Flour Bakery & Cafe (recommended) and many other wonderful restaurants at a walking distance."
9949819,South End,"Check out amazing restaurants like the Beehive (live music most nights and a great bar), Aquataine, B&G, House of Siam, Mella, and Giacomo's. I recommend brunch at Tremont 647 or Metropolis. Coffee from Appleton Cafe or Buttery. Great bars at Deluxe, Clery's, Franklin St Cafe (off Shawmut), Beehive, or Anchovies. (URL HIDDEN)"
10656576,South End,"You can stroll 3 blocks to the ""Pru"" to buy a Tesla :) or just one block to Cafe Madeline, an insanely good French-style bakery.  And the restaurants? The South End is widely viewed as the best neighborhood for dining with great finds: The Butcher Shop and B&G Oysters are Barbara Lynch offerings, El Centro (Mexican), Orinoco (Venezuelan), Vejigantes (Puerto Rican), Duozo (Japanese), Picco (for amazing pizzas and homemade ice creams). You can walk to the Boston Public Library, Copley Square, and the Boston Public Garden. It's a 10 minute ride by T or cab to the Museum of fine arts.  If you are fond of symphony or theater, walk 5 minutes to Boston Symphony Orchestra (BSO) and Huntington Theater, or 10 minutes by cab or T to the Theater District."
8200839,South End,"The South End is a historical neighborhood with excellent restaurants.  The Spanish Tapas Toro is right on our block (great tapas).  We also have Mike's in our block which is an excellent breakfast dinner (recommended).  Across the street there is Equator (really good Thai Food) and Seyo (Sushi).   In the next block there is a Seven Eleven, a convenience store, a Walgreens Pharmacy, Flour Bakery & Cafe (recommended) and many other wonderful restaurants at a walking distance."
5640375,South End,"The South End is a very urban, walk-able neighborhood in Boston. Known for its many parks, restaurants and artistic culture, this neighborhood has been the ""hottest"" in Boston's real estate market. Young families, professionals, doctors/nurses and empty nesters will enjoy this location."
11397511,South End,"South End is a very unique neighborhood, walking distance to many new and old restaurants and cafes. Walking distance to Copley square which can be considered the center of the city, this is where Prudential center, and the Boston Public Library are located."
7954808,South End,"Walking distance to Boston Common, Chinatown, Tufts, South Station and more.  The South End is one of Boston’s most beautiful neighborhoods – brick townhouses, tree-lined streets, shady pocket parks – and also one of the most culturally diverse. The main commercial streets are Tremont Street, Columbus Avenue, and Harrison Avenue, but you’ll find delicious restaurants for every taste scattered throughout the neighborhood."
13171246,South End,
4461901,South End,"Conveniently bordering the neighborhoods of the South End, Back Bay and Copley Square –  Steps to public transportation, the financial district, The Copley Mall, and Newbury Street."
8439661,South End,"Located in the Worcester Square area of the South End, the unit is a 25 minute walk to the Boston Common, Fenway Park, and the shopping district on Newbury Street; the unit is also less than a 5 minute walk from Boston University Medical Center, and just a few steps from great food including highly regarded tapas restaurant Toro (URL HIDDEN)"
4278067,South End,"The apartment is located in the South End of Boston just by Copley Square. The South End is known as the area of Boston with the best restaurants,  galleries and cafes. The apartments are about a 10-15 minute walk to Copley Square (Center of Boston). The nearest T or subway station (Prudential on the green line) is a 10 minute walk. The nearest garage is at 131 Dartmouth Street which is just by the intersection of Dartmouth Street and Columbus Avenue and the present rate is $32.00 per day. The garage is about a 12 minute walk away. "
14522631,South End,
6276572,South End,The restaurants and accessibility to all of Boston make the South End one of the most story book neighborhoods in the city.
1277618,South End,"There's so much Boston and The South End neighborhood have to offer. In this neighborhood you'll notice people walking their dogs, many parks, and the best restaurants in the city. If you're looking for specific recommendations please reach out to Ross and he'll gladly provide recommendations for your your stay and dining enjoyment."
9574727,South End,Vibrant art community
27141,South End,
9757412,South End,"The South End is one of the best neighborhoods in Boston. Known for its beautiful brownstones, fantastic restaurants, artist population, fashion, design, and the Sowa market (every Sunday). See my guidebook to see some of the best local spots."
8316068,South End,"The South End is a historical neighborhood with excellent restaurants.  The Spanish Tapas Toro is right on our block (great tapas).  We also have Mike's in our block which is an excellent breakfast dinner (recommended).  Across the street there is Equator (really good Thai Food) and Seyo (Sushi).   In the next block there is a Seven Eleven, a convenience store, a Walgreens Pharmacy, Flour Bakery & Cafe (recommended) and many other wonderful restaurants at a walking distance."
8303267,South End,"Boston's South End is very popular and trendy, with many parks, shops, boutiques, art studios, cafes, bars and restaurants. It is characterized by the historic, charming homes within a quick walk to all that Boston has to offer."
9933886,South End,
5532549,South End,
7620413,South End,"The neighborhood was built in the 1860's and is America's first planned urban neighborhood.  You will be located on a quiet, tree lined street in the heart of Boston's historic South End.  Daily farmer's markets,  galleries, free concerts in the local parks are all around you."
8480507,South End,"Only one block from Parish Cafe which has the largest beer selection in Boston and amazing food (we even got engaged there!). Also only one block from Mike's City Diner, the best diner in the city. There's too many great restaurants to name within a short walk but we will provide a list upon arrival of a few of our favorites. Fenway Park and the Boston Common are only a 20 minute walk, or a 5 minute walk to the Orange Line provides a quick ride to The North End, Downtown or Back Bay."
225224,South End,
5639731,South End,"The South End is a very urban, walk-able neighborhood in Boston. Known for its many parks, restaurants and artistic culture, this neighborhood has been the ""hottest"" in Boston's real estate market. Young families, professionals, doctors/nurses and empty nesters will enjoy this location."
9896359,South End,
11590512,South End,"Walking distance to Boston Common, Chinatown, Tufts, South Station and more.  The South End is one of Boston’s most beautiful neighborhoods – brick townhouses, tree-lined streets, shady pocket parks – and also one of the most culturally diverse. The main commercial streets are Tremont Street, Columbus Avenue, and Harrison Avenue, but you’ll find delicious restaurants for every taste scattered throughout the neighborhood."
7508063,South End,
10391455,South End,
8680170,South End,
13378987,South End,"The South End is the largest collection of Victorian townhomes in the US.  It's a beautiful, leafy, urban oasis within walking distance from The Prudential, Copley Square, Back Bay, The Public Garden, Boston Common, etc.  There are numerous parks & gardens in the South End, beautifully renovated homes, great shops and restaurants.  One Starbuck's and one Dunkin Donuts are the only chains you'll find in our neighborhood."
13494185,South End,
13377097,South End,
